行业类别,冲击等级,脆弱性修正系数,企业代号,企业名称,估计信用等级,有效销项金额,有效进项金额,月均销项收入,毛利率,有效销项发票数,有效进项发票数,销项作废率,进项作废率,销项负数率,进项负数率,有效经营月份数,最长销项断档月数,销项收入波动系数,客户数,供应商数,客户集中度HHI,供应商集中度HHI,进销匹配差异,经营规模分,经营连续性分,交易真实性分,抗风险能力分,经营综合预评分,信用基础分,信用得分,风险得分,最大作废率,最大负数率,是否一票否决,一票否决原因,是否高风险池,高风险池原因,风险等级,分级依据指标
建筑与工程,中高冲击,1.000000,E169,***建筑设计有限公司,类A,89568525.657001,75301296.530000,2420770.963703,0.269245,1410.000000,5811.000000,0.053691,0.037276,0.020134,0.004639,35.000000,2.000000,1.196057,171.000000,1016.000000,0.044147,0.037521,0.344245,59.116885,79.665874,83.438873,87.021310,75.915514,90.000000,77.976376,22.023624,0.053691,0.020134,否,,否,,较低风险,信用得分=77.98，有效销项金额=89568525.66，毛利率=26.92%，有效经营月份=35.0，最大作废率=5.37%，最大负数率=2.01%，进销匹配差异=0.34，客户HHI=0.044，供应商HHI=0.038
建筑与工程,中高冲击,1.000000,E170,***建筑劳务有限公司,类B,55975152.191400,32194310.400000,2073153.784867,0.476380,786.000000,1247.000000,0.012563,0.062406,0.018844,0.041353,32.000000,7.000000,1.001680,11.000000,230.000000,0.171303,0.101427,0.551380,49.010529,65.365557,75.411060,52.086193,60.314552,75.000000,62.095747,37.904253,0.062406,0.041353,否,,否,,中风险,信用得分=62.10，有效销项金额=55975152.19，毛利率=47.64%，有效经营月份=32.0，最大作废率=6.24%，最大负数率=4.14%，进销匹配差异=0.55，客户HHI=0.171，供应商HHI=0.101
其他服务,中冲击,1.000000,E171,***质量检验测试站,类A,88747877.859501,45206539.150000,2398591.293500,0.517026,7013.000000,1823.000000,0.065930,0.052002,0.015051,0.004160,37.000000,1.000000,0.841270,1439.000000,325.000000,0.018243,0.108714,0.567026,55.192635,88.593472,78.589195,84.978353,75.349128,90.000000,77.159823,22.840177,0.065930,0.015051,否,,否,,较低风险,信用得分=77.16，有效销项金额=88747877.86，毛利率=51.70%，有效经营月份=37.0，最大作废率=6.59%，最大负数率=1.51%，进销匹配差异=0.57，客户HHI=0.018，供应商HHI=0.109
物流运输,中冲击,1.000000,E172,***物流有限公司,类B,63667776.601500,41265979.180000,1720750.718960,0.399076,1171.000000,464.000000,0.080126,0.014862,0.000000,0.010616,36.000000,1.000000,1.151090,94.000000,53.000000,0.119756,0.116285,0.449076,50.649415,84.290417,79.331130,52.789777,66.658167,75.000000,67.411175,32.588825,0.080126,0.010616,否,,否,,较低风险,信用得分=67.41，有效销项金额=63667776.60，毛利率=39.91%，有效经营月份=36.0，最大作废率=8.01%，最大负数率=1.06%，进销匹配差异=0.45，客户HHI=0.120，供应商HHI=0.116
普通批发商贸,中冲击,1.150000,E173,***贸易有限责任公司,类A,88407058.738901,105941230.410000,2389379.965916,-0.049122,2370.000000,1314.000000,0.052379,0.026667,0.012395,0.004444,36.000000,1.000000,0.420897,342.000000,204.000000,0.036754,0.246056,0.008378,50.241007,94.431991,90.661075,75.172905,76.380150,90.000000,78.146500,21.853500,0.052379,0.012395,否,,否,,较低风险,信用得分=78.15，有效销项金额=88407058.74，毛利率=-4.91%，有效经营月份=36.0，最大作废率=5.24%，最大负数率=1.24%，进销匹配差异=0.01，客户HHI=0.037，供应商HHI=0.246
建筑与工程,中高冲击,1.000000,E174,***工程技术有限公司,类A,71097028.743000,75632024.770000,2154455.416455,0.095247,1148.000000,2319.000000,0.080865,0.033347,0.004003,0.002501,32.000000,2.000000,0.952941,83.000000,433.000000,0.049437,0.240552,0.170247,54.040456,78.542485,85.099127,65.462969,70.215134,90.000000,72.585987,27.414013,0.080865,0.004003,否,,否,,较低风险,信用得分=72.59，有效销项金额=71097028.74，毛利率=9.52%，有效经营月份=32.0，最大作废率=8.09%，最大负数率=0.40%，进销匹配差异=0.17，客户HHI=0.049，供应商HHI=0.241
食品与基础民生,低冲击,1.300000,E175,***食品集团有限公司,类A,69191705.430650,78364272.390000,2306390.181021,-0.084951,3771.000000,3930.000000,0.076867,0.039589,0.016157,0.016373,38.000000,3.000000,1.408760,1788.000000,599.000000,0.034426,0.434367,0.058951,42.690798,75.711671,85.751027,85.098333,70.192581,90.000000,73.272457,26.727543,0.076867,0.016373,否,,否,,较低风险,信用得分=73.27，有效销项金额=69191705.43，毛利率=-8.50%，有效经营月份=38.0，最大作废率=7.69%，最大负数率=1.64%，进销匹配差异=0.06，客户HHI=0.034，供应商HHI=0.434
科技与线上服务,中冲击,1.000000,E176,***科技有限公司,类B,70968646.930000,4288780.690000,1867595.971842,0.898633,1935.000000,3163.000000,0.107060,0.020440,0.030918,0.005265,37.000000,1.000000,0.473156,165.000000,868.000000,0.107080,0.038171,0.948633,28.356787,93.706163,63.772822,84.502932,64.777369,75.000000,66.174221,33.825779,0.107060,0.030918,否,,否,,较低风险,信用得分=66.17，有效销项金额=70968646.93，毛利率=89.86%，有效经营月份=37.0，最大作废率=10.71%，最大负数率=3.09%，进销匹配差异=0.95，客户HHI=0.107，供应商HHI=0.038
建筑与工程,中高冲击,1.150000,E177,***电力工程有限公司,类A,72994868.629651,70911921.570000,2919794.745186,0.188066,835.000000,3061.000000,0.139175,0.028871,0.019588,0.001586,35.000000,5.000000,1.915938,154.000000,644.000000,0.073091,0.109778,0.274316,57.610938,62.167532,72.776770,82.416381,67.502633,90.000000,70.513710,29.486290,0.139175,0.019588,否,,否,,较低风险,信用得分=70.51，有效销项金额=72994868.63，毛利率=18.81%，有效经营月份=35.0，最大作废率=13.92%，最大负数率=1.96%，进销匹配差异=0.27，客户HHI=0.073，供应商HHI=0.110
普通批发商贸,中冲击,1.150000,E178,***贸易有限公司,类B,64992979.024450,80109910.190000,1756567.000661,-0.077471,1019.000000,333.000000,0.086918,0.020588,0.019713,0.014706,36.000000,1.000000,0.839745,181.000000,29.000000,0.023552,0.231176,0.019971,40.156564,88.614655,84.525037,58.192272,66.970347,75.000000,68.031786,31.968214,0.086918,0.019713,否,,否,,较低风险,信用得分=68.03，有效销项金额=64992979.02，毛利率=-7.75%，有效经营月份=36.0，最大作废率=8.69%，最大负数率=1.97%，进销匹配差异=0.02，客户HHI=0.024，供应商HHI=0.231
建筑与工程,中高冲击,1.000000,E179,***园林有限公司,类B,47070864.024599,36358548.250000,1623133.242228,0.322511,718.000000,2000.000000,0.108075,0.058824,0.031056,0.005176,35.000000,6.000000,1.260987,41.000000,350.000000,0.064820,0.039769,0.397511,46.673474,68.764064,73.254657,64.703889,62.447500,75.000000,64.175623,35.824377,0.108075,0.031056,否,,否,,中风险,信用得分=64.18，有效销项金额=47070864.02，毛利率=32.25%，有效经营月份=35.0，最大作废率=10.81%，最大负数率=3.11%，进销匹配差异=0.40，客户HHI=0.065，供应商HHI=0.040
其他服务,中冲击,1.000000,E180,***电气有限公司,类A,62974571.749500,63091063.260000,1657225.572355,0.098428,2023.000000,3545.000000,0.041232,0.035112,0.003318,0.008438,37.000000,1.000000,0.850260,475.000000,608.000000,0.022325,0.742461,0.148428,50.237746,88.468611,90.364330,75.973347,74.974229,90.000000,77.038911,22.961089,0.041232,0.008438,否,,否,,较低风险,信用得分=77.04，有效销项金额=62974571.75，毛利率=9.84%，有效经营月份=37.0，最大作废率=4.12%，最大负数率=0.84%，进销匹配差异=0.15，客户HHI=0.022，供应商HHI=0.742
食品与基础民生,低冲击,1.150000,E181,***食品有限公司,类A,72551357.811725,86445982.110000,1960847.508425,-0.146002,1475.000000,2974.000000,0.061108,0.024278,0.007002,0.010499,37.000000,0.000000,0.456810,180.000000,373.000000,0.529893,0.070540,0.123002,36.753463,96.433195,87.717495,60.867171,69.237146,90.000000,71.577813,28.422187,0.061108,0.010499,否,,否,,较低风险,信用得分=71.58，有效销项金额=72551357.81，毛利率=-14.60%，有效经营月份=37.0，最大作废率=6.11%，最大负数率=1.05%，进销匹配差异=0.12，客户HHI=0.530，供应商HHI=0.071
科技与线上服务,中冲击,1.000000,E182,***新材料科技有限公司,类A,65822284.249500,73259105.420000,1778980.655392,0.003964,1049.000000,972.000000,0.026902,0.026052,0.000000,0.000000,36.000000,1.000000,0.613008,42.000000,152.000000,0.086255,0.223877,0.053964,47.407824,91.763785,95.289350,50.232729,71.032176,90.000000,73.073596,26.926404,0.026902,0.000000,否,,否,,较低风险,信用得分=73.07，有效销项金额=65822284.25，毛利率=0.40%，有效经营月份=36.0，最大作废率=2.69%，最大负数率=0.00%，进销匹配差异=0.05，客户HHI=0.086，供应商HHI=0.224
建筑与工程,中高冲击,1.000000,E183,***建设工程有限公司,类B,50766852.349199,25830954.620000,1410190.343033,0.528124,927.000000,1408.000000,0.098249,0.036277,0.001946,0.008898,35.000000,3.000000,1.316629,9.000000,416.000000,0.725439,0.034454,0.603124,42.328000,75.491264,74.355770,43.792536,58.918665,75.000000,60.527702,39.472298,0.098249,0.008898,否,,否,,中风险,信用得分=60.53，有效销项金额=50766852.35，毛利率=52.81%，有效经营月份=35.0，最大作废率=9.82%，最大负数率=0.89%，进销匹配差异=0.60，客户HHI=0.725，供应商HHI=0.034
装饰装修与家居,高冲击,1.150000,E184,***建筑装饰工程有限公司,类B,34718706.730150,37934598.810000,1157290.224338,0.169329,639.000000,1967.000000,0.027397,0.028162,0.031963,0.003953,33.000000,3.000000,2.155084,39.000000,461.000000,0.172732,0.040841,0.284329,42.089954,63.000000,86.287112,65.514944,63.051753,75.000000,65.297255,34.702745,0.028162,0.031963,否,,是,高冲击行业且销项收入波动系数>1.5,较低风险,信用得分=65.30，有效销项金额=34718706.73，毛利率=16.93%，有效经营月份=33.0，最大作废率=2.82%，最大负数率=3.20%，进销匹配差异=0.28，客户HHI=0.173，供应商HHI=0.041
其他服务,中冲击,1.000000,E185,***生态魔芋有限公司,类B,81879668.453500,704949.160000,2729322.281783,0.942682,5442.000000,67.000000,0.006753,0.014706,0.001460,0.029412,32.000000,3.000000,0.985472,312.000000,20.000000,0.095591,0.245097,0.992682,31.862985,75.590660,76.157425,65.565245,60.608966,75.000000,62.736283,37.263717,0.014706,0.029412,否,,否,,中风险,信用得分=62.74，有效销项金额=81879668.45，毛利率=94.27%，有效经营月份=32.0，最大作废率=1.47%，最大负数率=2.94%，进销匹配差异=0.99，客户HHI=0.096，供应商HHI=0.245
建筑与工程,中高冲击,1.150000,E186,***建筑劳务有限公司,类C,62415750.176640,2932725.390000,2013411.296020,0.878651,1073.000000,941.000000,0.022769,0.048534,0.000000,0.011122,33.000000,4.000000,1.532433,5.000000,220.000000,0.759118,0.059419,0.964901,28.208051,66.993992,74.651173,33.709730,50.615652,60.000000,51.855550,48.144450,0.048534,0.011122,否,,否,,中风险,信用得分=51.86，有效销项金额=62415750.18，毛利率=87.87%，有效经营月份=33.0，最大作废率=4.85%，最大负数率=1.11%，进销匹配差异=0.96，客户HHI=0.759，供应商HHI=0.059
可选消费与门店经营,高冲击,1.150000,E187,个体经营E187 ,类D,2229232.940850,73590154.530000,222923.294085,-20.737483,16.000000,3694.000000,0.909091,0.047938,0.005682,0.010825,23.000000,7.000000,1.503651,12.000000,3694.000000,0.241323,0.002108,20.622483,1.236010,44.893737,28.376250,68.530914,32.394483,30.000000,33.087995,66.912005,0.909091,0.010825,是,最大作废率90.91% > 40%；进销匹配差异20.62 > 4,否,,高风险,信用得分=33.09，有效销项金额=2229232.94，毛利率=-2073.75%，有效经营月份=23.0，最大作废率=90.91%，最大负数率=1.08%，进销匹配差异=20.62，客户HHI=0.241，供应商HHI=0.002
其他服务,中冲击,1.150000,E188,***硬质合金有限公司,类A,66790125.675275,78297103.650000,1805138.531764,-0.027566,2073.000000,2484.000000,0.039388,0.030066,0.004171,0.001171,36.000000,1.000000,0.414954,241.000000,369.000000,0.039322,0.068071,0.029934,45.021659,94.514534,93.336185,81.393549,76.747887,90.000000,78.771078,21.228922,0.039388,0.004171,否,,否,,较低风险,信用得分=78.77，有效销项金额=66790125.68，毛利率=-2.76%，有效经营月份=36.0，最大作废率=3.94%，最大负数率=0.42%，进销匹配差异=0.03，客户HHI=0.039，供应商HHI=0.068
科技与线上服务,中冲击,1.150000,E189,***石油工程技术服务有限公司,类B,41962268.698425,29298497.030000,1398742.289947,0.364731,606.000000,3337.000000,0.054602,0.019106,0.020281,0.003233,36.000000,3.000000,1.425167,24.000000,825.000000,0.138739,0.061334,0.422231,44.646743,75.483789,81.924527,71.454977,67.037097,75.000000,68.530571,31.469429,0.054602,0.020281,否,,否,,较低风险,信用得分=68.53，有效销项金额=41962268.70，毛利率=36.47%，有效经营月份=36.0，最大作废率=5.46%，最大负数率=2.03%，进销匹配差异=0.42，客户HHI=0.139，供应商HHI=0.061
其他服务,中冲击,1.000000,E190,***劳务有限公司,类C,101944234.721500,1530211.560000,3089219.233985,0.937241,344.000000,122.000000,0.142145,0.046875,0.034913,0.007812,35.000000,2.000000,1.031726,22.000000,53.000000,0.125052,0.245217,0.987241,37.965745,81.948247,57.586033,42.722063,54.817706,60.000000,54.822006,45.177994,0.142145,0.034913,否,,否,,中风险,信用得分=54.82，有效销项金额=101944234.72，毛利率=93.72%，有效经营月份=35.0，最大作废率=14.21%，最大负数率=3.49%，进销匹配差异=0.99，客户HHI=0.125，供应商HHI=0.245
普通批发商贸,中冲击,1.150000,E191,***商贸有限责任公司,类A,211954555.996875,260874688.749999,7850168.740625,-0.075991,2731.000000,1177.000000,0.048763,0.027273,0.000348,0.003306,36.000000,2.000000,1.245128,97.000000,141.000000,0.359213,0.345058,0.018491,89.200771,80.484328,92.353687,41.561890,78.282113,90.000000,78.797858,21.202142,0.048763,0.003306,否,,否,,较低风险,信用得分=78.80，有效销项金额=211954556.00，毛利率=-7.60%，有效经营月份=36.0，最大作废率=4.88%，最大负数率=0.33%，进销匹配差异=0.02，客户HHI=0.359，供应商HHI=0.345
建筑与工程,中高冲击,1.100000,E192,***建设工程有限公司,类D,31925898.928860,17311335.930000,1877994.054639,0.506486,68.000000,98.000000,0.209302,0.117117,0.023256,0.027027,25.000000,13.000000,1.166143,7.000000,28.000000,0.390631,0.124227,0.588986,41.385267,40.081342,56.336415,35.881177,43.696255,30.000000,42.622924,57.377076,0.209302,0.027027,否,,是,信用得分42.62 < 50,高风险,信用得分=42.62，有效销项金额=31925898.93，毛利率=50.65%，有效经营月份=25.0，最大作废率=20.93%，最大负数率=2.70%，进销匹配差异=0.59，客户HHI=0.391，供应商HHI=0.124
可选消费与门店经营,高冲击,1.000000,E193,个体经营E193 ,类A,85621780.811003,17081342.110000,2378382.800305,0.760352,30077.000000,1539.000000,0.069141,0.047649,0.011389,0.003713,34.000000,2.000000,0.660207,2484.000000,283.000000,0.008269,0.117747,0.860352,41.163896,85.608236,73.555750,82.999644,68.740094,90.000000,71.401488,28.598512,0.069141,0.011389,否,,否,,较低风险,信用得分=71.40，有效销项金额=85621780.81，毛利率=76.04%，有效经营月份=34.0，最大作废率=6.91%，最大负数率=1.14%，进销匹配差异=0.86，客户HHI=0.008，供应商HHI=0.118
文娱广告与线下服务,高冲击,1.000000,E194,***文化传播有限公司,类B,62280935.227000,10830459.660000,1887301.067485,0.778272,11053.000000,4757.000000,0.058598,0.018973,0.033472,0.002269,32.000000,2.000000,0.971016,3229.000000,914.000000,0.056973,0.151762,0.878272,33.133232,78.291444,71.405720,94.591827,66.282626,75.000000,68.211392,31.788608,0.058598,0.033472,否,,否,,较低风险,信用得分=68.21，有效销项金额=62280935.23，毛利率=77.83%，有效经营月份=32.0，最大作废率=5.86%，最大负数率=3.35%，进销匹配差异=0.88，客户HHI=0.057，供应商HHI=0.152
医疗药品与健康服务,低冲击,1.000000,E195,***医药有限公司,类A,104408332.742500,75544254.350000,2821846.830878,0.292631,4626.000000,2267.000000,0.047560,0.029538,0.018324,0.020548,37.000000,0.000000,0.482007,393.000000,511.000000,0.053728,0.108354,0.312631,63.968313,96.083239,84.788357,91.389561,82.686305,90.000000,83.683728,16.316272,0.047560,0.020548,否,,否,,低风险,信用得分=83.68，有效销项金额=104408332.74，毛利率=29.26%，有效经营月份=37.0，最大作废率=4.76%，最大负数率=2.05%，进销匹配差异=0.31，客户HHI=0.054，供应商HHI=0.108
其他服务,中冲击,1.000000,E196,***地质制图印刷厂,类A,61647272.652000,42300386.200000,1622296.648737,0.366757,2755.000000,1336.000000,0.069885,0.036075,0.029372,0.006494,37.000000,1.000000,0.690642,689.000000,154.000000,0.036755,0.184631,0.416757,49.807726,90.685521,78.517052,75.130683,72.269098,90.000000,74.244435,25.755565,0.069885,0.029372,否,,否,,较低风险,信用得分=74.24，有效销项金额=61647272.65，毛利率=36.68%，有效经营月份=37.0，最大作废率=6.99%，最大负数率=2.94%，进销匹配差异=0.42，客户HHI=0.037，供应商HHI=0.185
医疗药品与健康服务,低冲击,1.000000,E197,***医疗设备有限公司,类A,172626476.275504,101054533.130000,5077249.302221,0.423876,4050.000000,6349.000000,0.062283,0.024581,0.012040,0.000615,34.000000,0.000000,0.942069,1202.000000,805.000000,0.039393,0.098058,0.443876,87.970967,86.693492,81.706550,96.876571,87.866614,90.000000,88.133392,11.866608,0.062283,0.012040,否,,否,,低风险,信用得分=88.13，有效销项金额=172626476.28，毛利率=42.39%，有效经营月份=34.0，最大作废率=6.23%，最大负数率=1.20%，进销匹配差异=0.44，客户HHI=0.039，供应商HHI=0.098
